name, g, bp-rp, mem
601983857453673344, 15.565,  0.815, N
601973820114468096, 19.597,  1.922, N
601989904767632768, 18.197,  1.137, N
601989866112415104, 19.191,  0.819, N
601999521198644736, 15.315,  0.762, N
601945752503881600, 12.411,  1.353, N
601981860293380864, 17.987,  1.639, N
601945232812088960, 18.568,  2.041, N
604744795574956672, 17.537,  2.438, N
604740431888165248, 17.871,  2.430, N
604663259915685632, 17.901,  2.053, N
604820490078586880, 18.550,  1.315, N
604698895259998848, 17.136,  0.848, N
604844095218700928, 19.392,  1.541, N
604843614182360832, 19.401,  1.814, N
604692195110430848, 18.633,  1.504, N
604665768176588544, 19.705,  2.405, N
604729990823119360, 15.502,  0.927, N
604739469815501440, 19.063,  1.130, N
604640174467097600, 13.743,  1.150, N
604709679922972288, 19.115,  2.390, N
604741531399801984, 17.983,  2.201, N
604721362233335808, 19.224,  2.054, N
604678966611756544, 18.747,  2.681, N
604662095980131712, 18.094,  1.490, N
604679825605214976, 19.467,  1.531, N
604772420804438400, 14.490,  0.747, N
604718445951073408, 15.386,  0.973, N
604641716359721344, 19.057,  0.723, N
604677970179231360, 17.111,  2.270, N
604724420250059264, 18.446,  1.249, N
604707240381379584, 13.807,  0.791, N
604740779780986240, 15.536,  1.117, N
604687659625522432, 15.639,  0.813, N
604638864501437184, 17.397,  0.831, N
604629621732471936, 16.758,  0.378, N
604705870286863872, 16.038,  0.995, N
604622784144533888, 18.962,  1.758, N
604628590940309888, 18.701,  1.913, N
604837468084667904, 16.575,  2.203, N
604839868971211776, 18.799,  1.901, N
604649859617712384, 18.236,  0.577, N
604676728933610240, 19.698,  1.384, N
604712158118974080, 13.351,  0.821, N
604662229123528960, 19.079,  0.634, N
604735037409227776, 18.838,  2.124, N
604747303835875456, 17.088,  1.665, N
604708756504875776, 19.315,  2.046, N
604629454228739712, 19.366,  1.723, N
604661267050852608, 18.664,  2.099, N
604718613454232448, 19.576,  2.564, N
604715795955686912, 15.702,  1.003, N
604695596725079680, 14.747,  0.759, N
604739332376545024, 18.183,  1.290, N
604748334628028672, 17.798,  0.992, N
604682711823207680, 16.978,  0.912, N
604713051472090112, 18.957,  2.716, N
604628041184487808, 17.640,  1.878, N
604843511103168512, 19.392,  2.588, N
604685834264493952, 17.225,  1.781, N
604690232310312320, 18.234,  1.892, N
604733254998310784, 14.947,  0.588, N
604693393406966016, 17.810,  1.906, N
604744559352154368, 16.818,  1.220, N
604732013752221568, 18.410,  1.882, N
604625292404764416, 18.151,  2.254, N
604705904646604032, 18.083,  2.658, N
604632782829507328, 18.419,  1.639, N
604716826747844352, 18.391,  2.729, N
604748888679189120, 19.699,  2.184, N
604694767795796096, 18.947,  1.199, N
604824372729075456, 18.595,  0.849, N
604719609886651776, 17.761,  1.666, N
604641651935923328, 18.428,  2.350, N
604682643103730688, 17.214,  0.819, N
604625021822551168, 19.635,  2.524, N
604728405979719936, 19.502,  2.674, N
604694394134235008, 17.324,  0.669, N
604671373109474048, 14.084,  0.820, N
604625670361892864, 16.904,  0.876, N
604642751447458432, 15.206,  1.143, N
604710027815212288, 19.462,  1.879, N
604838872538457472, 15.747,  0.754, N
604837571163981440, 16.908,  1.597, N
604705522394622592, 16.140,  0.660, N
604627014687334016, 14.841,  1.080, N
604737511310394496, 18.455,  0.762, N
604744834229475200, 19.713,  2.246, N
604730192685958528, 13.026,  1.075, N
604722328601495936, 15.400,  0.880, N
604735587165051392, 19.586,  1.493, N
604823002634904960, 17.009,  2.123, N
604745448409995648, 17.468,  1.963, N
604738095425951360, 15.684,  2.014, N
604731704514570880, 18.093,  2.325, N
604713876105870336, 16.707,  0.897, N
604739126218108416, 19.768,  1.206, N
604712501716273024, 15.845,  0.886, N
604741359601101568, 19.402,  2.262, N
604734079632023936, 14.315,  0.798, N
604838219703426560, 18.790,  2.258, N
604698306849407232, 14.932,  0.940, N
604693530845921536, 18.486,  1.742, N
604626941672854400, 19.703,  0.918, N
604740809845289216, 17.880,  2.131, N
604680718958478336, 16.881,  0.965, N
604735724604010496, 18.782,  2.354, N
604633263864749824, 18.432,  2.126, N
604689686850074112, 15.774,  1.100, N
604678657374107008, 10.635,  1.863, N
604680134842856704, 15.515,  1.104, N
604634329016657408, 16.830,  0.910, N
604642163036325760, 19.689,  1.105, N
604663122476740352, 19.283,  1.133, N
604661340065896960, 19.595,  1.218, N
604714150983778944, 17.344,  1.782, N
604636321881474560, 18.658,  2.277, N
604819802883823616, 18.115,  1.227, N
605002944585123968, 11.044,  1.195, N
604995518586430336, 19.277,  2.333, N
604965561189933312, 17.536,  1.952, N
604895948360165888, 16.266,  1.578, Y
604992533584530560, 15.783,  1.124, N
604920790450034944, 16.806,  1.479, N
604914945000917376, 16.075,  0.000, Y
604910688687930368, 14.264,  1.032, N
604963121648488320, 16.721,  1.592, Y
604921713868728448, 18.022,  1.896, Y
605028847533028736, 19.717,  0.607, N
604960922625252864, 19.377,  2.103, N
604948724917995776, 19.223,  2.509, N
604965492470455936, 19.331,  1.787, N
605037716639944448, 14.601,  0.756, N
604999096294439936, 12.872,  0.904, N
605001226598255360, 18.242,  1.011, N
605013321226165632, 16.393,  1.336, N
604941715531528320, 14.892,  1.754, N
605017925431105920, 17.658,  2.097, N
604921512005265664, 12.619,  0.756, Y
604941406293883776, 17.676,  1.964, N
604922336638990208, 18.046,  3.090, N
604901613421317888, 19.224,  0.726, N
604980713834545664, 15.996,  1.675, N
604971711583008128, 16.245,  2.156, N
605059191475895552, 19.122,  0.000, N
604994350354919168, 15.536,  0.958, N
604891412874700544, 19.025,  2.410, Y
604985386758978048, 14.048,  1.102, N
604996583742879616, 18.739,  2.114, N
604963740123794048, 16.251,  1.350, Y
604975491154262784, 18.831,  2.463, N
604896631259716352, 19.675,  2.651, N
604937042607106432, 17.710,  2.676, N
605057885806271616, 18.403,  1.591, N
604899620556448128, 19.164,  0.650, N
604909967133410688, 19.661,  2.224, N
604895020647235712, 19.422,  2.289, N
605032047283121152, 16.774,  1.539, N
604923917186949120, 18.677,  1.863, N
605056129164259584, 14.691,  0.877, N
604895364244625920, 14.640,  0.891, Y
604850314331774976, 17.345,  1.668, N
605054415472734848, 14.646,  0.922, N
605052864989019648, 18.914,  2.800, N
605047784043173760, 13.737,  1.456, N
604943639677052800, 18.991,  1.835, N
604920584292557440, 13.823,  0.906, N
605065440653657728, 19.756,  2.426, N
604955871743530368, 19.265,  0.871, N
604932404042610176, 15.549,  1.113, Y
604924432583010688, 19.653,  1.896, N
605014141564219776, 17.970,  2.031, Y
604974627866258432, 19.181,  2.781, N
604969203322162816, 13.876,  0.784, N
604896807353611904, 19.626,  1.036, N
604979236365813248, 15.140,  0.872, N
605007514430289536, 17.920,  1.786, N
604976831184047744, 15.108,  0.786, N
604923126912955520, 18.304,  1.965, N
605054174954568576, 16.101,  1.175, N
604976384507438592, 19.302,  2.098, N
604989093314929024, 19.478,  2.219, N
604927726821861888, 18.717,  0.853, N
604918930729529216, 18.567,  1.965, N
604964496038052352, 15.149,  1.208, Y
605012565311825280, 17.035,  1.029, N
604981740330903040, 17.723,  2.045, N
604930067580245888, 13.362,  0.745, Y
604921164112524800, 18.388,  2.050, Y
604922164840316672, 10.219,  1.250, Y
604910482529476352, 18.619,  0.773, N
605024488141046656, 15.333,  1.169, N
605025828170845184, 19.580,  0.785, N
604931781274995456, 15.720,  0.907, N
605028851827820928, 16.158,  1.128, N
604989406848278016, 18.177,  1.974, Y
604978991551815552, 18.684,  2.289, N
604973670088162176, 19.564,  1.865, N
604908038692361216, 16.362,  0.838, N
605009193761505408, 15.149,  0.853, N
604991674591061248, 14.927,  0.692, N
604989406848276992, 17.194,  0.835, N
604978166918093568, 19.772,  0.757, N
605030634243428352, 18.738,  3.081, N
605057537913587584, 18.781,  2.352, N
604921512004262272, 18.741,  1.263, N
605015692048076288, 19.570,  0.694, N
604965488175031040, 19.385,  2.361, N
604965969210966272, 18.494,  1.201, N
604961124488220672, 18.602,  1.993, N
604917629355040896, 15.455,  1.143, Y
604969546919527424, 19.208,  1.198, N
604967858996571392, 12.325,  0.699, N
604941505077006976, 19.069,  0.935, N
605001913792992640, 17.558,  0.822, N
604918247830308096, 15.037,  1.028, Y
604981912129596928, 18.821,  2.052, N
604899762290077312, 19.779,  1.537, N
604975315059831168, 16.926,  1.663, Y
605054273738431616, 18.580,  1.116, N
604987753285177472, 19.592,  2.218, N
604906531159504128, 19.389,  2.358, N
604917526275831040, 13.549,  0.770, Y
604945284648200448, 15.813,  1.469, N
604916667282344576, 12.602,  0.922, Y
605020261893280128, 17.380,  0.892, N
604937347548642432, 18.894,  1.893, N
604917659419190656, 16.987,  1.827, Y
604958242565469056, 18.920,  1.168, N
605009228121396352, 16.487,  1.507, N
604938550139479680, 17.067,  1.651, Y
605035788199022208, 16.775,  1.149, N
605029539022600192, 17.410,  1.532, N
604989677430427776, 12.017,  1.239, N
605042801881209856, 18.389,  2.351, N
604938481420003328, 16.876,  0.794, N
604971436705123328, 18.903,  1.963, N
604948278241426944, 15.021,  0.757, N
604965144577631616, 18.593,  0.904, N
604904847532342272, 13.642,  0.783, Y
604969748782357760, 15.447,  1.095, Y
604897047871750912, 18.423,  0.854, N
604912986494718720, 17.178,  0.787, N
604917629355038848, 12.562,  0.742, Y
604971020092675328, 12.645,  0.733, Y
604922057465737472, 17.649,  1.979, Y
604959853177349376, 18.967,  2.101, N
605032936340729600, 19.909,  1.885, N
604900071528704128, 16.189,  1.367, N
604928139138729344, 16.714,  1.478, N
604947487967413504, 19.549,  1.758, N
604933980294253440, 19.205,  2.449, N
604928104778989696, 19.165,  2.213, N
605016241803910144, 18.231,  2.036, N
605062382636719872, 18.573,  1.261, N
605030668597993344, 19.169,  1.491, N
604995522881670272, 15.228,  1.029, Y
604917113958933120, 18.874,  1.911, N
604966931284054400, 17.852,  1.865, N
604931441969782272, 16.283,  1.395, Y
604925085418183296, 17.141,  1.875, Y
604997343946798592, 17.759,  2.439, N
604900655644246784, 19.209,  1.773, N
604944120713063552, 12.488,  0.827, N
604900277687127552, 15.707,  1.288, Y
604995660320636160, 17.074,  0.978, N
604958276925206528, 16.523,  0.807, N
605036441034052992, 17.559,  1.970, N
604937381908385664, 19.139,  1.134, N
605006208760243840, 15.254,  0.873, N
604943227360042240, 14.365,  0.858, Y
604963362166649856, 16.797,  1.577, Y
604949991932385536, 18.413,  1.268, N
604996519314092928, 17.236,  1.705, N
604925875692160640, 13.537,  0.738, Y
605036612832747136, 16.060,  2.304, N
604920098965736832, 18.715,  2.262, N
604894913272282880, 17.797,  0.834, N
604929346025748608, 17.153,  1.947, Y
604934426973696512, 18.231,  2.523, N
605020605490689280, 13.562,  0.841, N
604959788753687040, 19.649,  1.214, N
604892576810068096, 18.611,  2.107, N
604898246166933504, 17.381,  1.744, Y
604847325034521088, 17.696,  1.704, N
604968992868351616, 15.958,  0.982, N
604926219289552128, 17.683,  1.106, N
604970921309072640, 18.742,  2.111, N
604902987810825728, 18.727,  2.260, Y
604923848467470976, 17.406,  1.732, Y
604906771677660544, 14.239,  1.163, Y
604908313570276096, 15.685,  1.167, N
605061729801690368, 17.928,  0.844, N
605025037896878976, 15.730,  1.344, N
604902575494014592, 19.741,  2.506, N
604903644941482112, 16.475,  0.827, N
604901239759778176, 16.566,  1.456, Y
605021563268582912, 19.637,  1.567, N
604971436705122944, 17.637,  1.252, N
604925463375302528, 18.367,  1.223, N
605049806972300928, 19.177,  1.148, N
604930892213981312, 14.903,  0.830, N
605057267330985600, 18.870,  1.996, N
605045103983607424, 19.667,  1.696, N
604851035885860096, 19.459,  2.091, N
605019677777745664, 17.276,  0.960, N
605052727550059904, 19.142,  2.030, N
604908455304951296, 11.896,  0.985, N
605040976519537152, 16.988,  0.833, N
604939855809551616, 17.801,  0.829, N
605055579408505728, 18.837,  1.516, N
604992151331651072, 19.486,  2.074, N
604929139867296384, 15.228,  1.463, N
604933434834597120, 19.181,  1.637, N
604953668424485632, 19.793,  2.100, N
604966866859978240, 14.633,  0.900, Y
604990880021316992, 19.739,  2.083, N
604956043542234752, 19.327,  1.981, N
604969954941058944, 15.964,  1.228, Y
604919343051508608, 17.044,  0.798, N
605048299439370240, 16.144,  1.112, N
605064963912373760, 17.789,  1.602, N
604891034917586688, 19.492,  2.579, N
605021979880180736, 17.391,  0.815, N
604972914173845888, 15.319,  0.978, N
604961369301854848, 15.329,  0.752, N
605015004853341824, 19.493,  2.276, Y
604893779400923904, 17.900,  0.863, N
605102381667582080, 15.253,  1.446, N
605116774102646144, 19.287,  0.964, N
605125089159318784, 17.519,  1.787, N
605121073365168640, 15.177,  1.112, N
605112822732725120, 18.788,  2.382, N
605111001666544896, 18.445,  2.152, N
605115434072708096, 15.266,  0.867, N
605119286658785664, 14.773,  0.740, N
605117839254386944, 14.362,  0.834, N
605124852936273664, 15.847,  0.877, N
605101350875352960, 19.665,  2.208, N
605119458457475712, 15.825,  0.868, N
605108532060668800, 14.418,  0.726, N
605107531332951680, 17.577,  2.350, N
605115124835171328, 17.303,  1.344, N
605118462025069312, 17.215,  1.557, N
605129727723861504, 12.069,  1.259, N
605126360470345344, 17.124,  1.071, N
605103511243547392, 19.536,  1.934, N
605110967306811008, 17.068,  1.943, N
605124195806824320, 17.550,  1.389, N
605120141356961920, 17.916,  2.672, N
605115232209630464, 17.797,  1.272, N
605130036961691776, 17.963,  0.927, N
608047389202883968, 16.110,  0.820, N
608045911734133888, 15.480,  1.056, N
608052508803984640, 19.537,  0.803, N
608134830442026752, 19.889,  1.707, N
608132360835831040, 18.332,  2.454, N
608048935391197056, 19.139,  0.563, N
608130535474712064, 19.532,  0.715, N
607988565330873216, 17.753,  0.987, N
608028624490358144, 18.451,  1.954, N
608139950043041536, 19.008,  0.726, N
608053844538490240, 17.234,  1.527, N
608067519714244096, 18.717,  2.658, N
608043570976608128, 18.448,  0.796, N
608132292116356096, 14.713,  1.782, N
608022405377610240, 18.773,  1.642, N
607992168807688704, 18.832,  1.661, N
608031824241378944, 17.075,  0.990, N
608026292323528704, 15.255,  1.292, N
608037454943882752, 19.080,  2.422, N
608004091636904064, 17.621,  2.379, N
608052027767556224,  9.962,  0.583, N
608012887735395328, 18.292,  2.411, N
607992546764804480, 18.659,  1.445, N
608035702596532992, 17.915,  0.972, N
608004164652071296, 12.210,  0.690, N
608027769792342528, 19.607,  2.566, N
608011650779502464, 18.795,  1.086, N
608035432013404672, 19.045,  2.428, N
608130329316339584, 19.987,  0.794, N
608129023646279040, 19.839,  2.122, N
608034706164102784, 17.391,  1.677, N
608019278642067456, 17.682,  1.166, N
608005332883173504, 17.921,  2.046, N
608016740316299264, 16.499,  1.123, N
608046354115485952, 18.749,  1.923, N
608006329315575680, 18.176,  1.481, N
608037768476113920, 14.528,  0.794, N
608001106635424512, 19.770,  0.673, N
608006191876625408, 18.429,  1.679, N
608001686455351424, 19.330,  1.459, N
608022989495529600, 16.286,  1.126, N
608011448916666752, 19.085,  1.742, N
607995501702355456, 19.490,  2.889, N
608026597265747712, 18.891,  1.103, N
608043884509579392, 17.153,  1.358, N
608017049553944960, 16.696,  0.865, N
608044812222516608, 17.195,  2.183, N
608026635920920704, 15.308,  0.792, N
608031545068865024, 17.873,  0.789, N
608025639488506112, 15.686,  1.079, N
608014781811191808, 16.932,  1.080, N
608019867052472960, 16.876,  1.140, N
607988526675407616, 19.181,  0.983, N
608093843569163520, 16.105,  0.978, N
608045117164871808, 15.613,  0.914, N
607991829506000256, 12.529,  1.321, N
608044395612060160, 18.513,  1.520, N
608035290280354432, 15.559,  0.871, N
607989351309133184, 18.374,  2.805, N
608023543544523008, 19.123,  1.882, N
608021447600515584, 16.009,  0.746, N
608047797226585216, 16.500,  0.000, N
607992374966120192, 18.419,  0.927, N
607992168807689728, 19.273,  0.710, N
607999418712502528, 17.112,  0.892, N
608128546904866432, 14.998,  0.989, N
608127550472453376, 16.709,  1.009, N
608048110757372032, 17.206,  2.630, N
608028216468871040, 15.954,  0.905, N
608024574336601088, 13.282,  1.000, N
608094389029751680, 17.464,  0.889, N
608051851674281344, 18.630,  2.811, N
608041548047357056, 15.389,  1.229, N
608014468278073600, 19.128,  0.905, N
608133593491432576, 17.794,  1.137, N
608026116229380608, 18.912,  2.213, N
608023230011358464, 17.597,  0.859, N
608026769064410880, 18.192,  2.430, N
608134796082283776, 17.462,  1.661, N
608054913985668352, 19.601,  2.394, N
607993886794617088, 19.419,  1.888, N
608136445349728640, 18.356,  2.038, N
598676693985469312, 19.549,  2.512, N
598858491356491008, 17.896,  2.302, N
598674499252012544, 19.620,  1.401, N
598681126387301888, 19.814,  1.810, N
598852066085419904, 18.557,  1.294, N
598643953445298432, 19.358,  1.014, N
598636493086577024, 15.639,  2.058, N
598648656434254080, 16.809,  0.947, N
598623230227937408, 18.782,  0.775, N
598840761731446656, 19.073,  0.871, N
598685563088462336, 18.969,  1.763, N
598654497589799168, 19.412,  2.225, N
598654600669018624, 17.237,  2.265, N
598664221395799168, 16.854,  0.804, N
598608661698836096, 18.052,  2.057, N
598681092027387008, 16.457,  0.955, N
598845060994072064, 14.459,  1.165, N
598845885627793152, 16.666,  1.478, N
598864508605984256, 15.041,  0.812, N
598638795189320448, 15.994,  0.857, N
598871621071341824, 16.770,  1.284, N
598855433339823872, 16.228,  1.028, N
598657727405220608, 18.775,  2.085, N
598654325791127424, 16.505,  0.827, N
598659960788263296, 18.391,  2.698, N
598858800594146176, 18.489,  0.857, N
598688788609009664, 19.602,  2.365, N
598851451905396096, 16.705,  0.938, N
598623165803493376, 17.119,  2.263, N
598618729102150656, 18.611,  1.788, N
598854746145042816, 19.370,  0.734, N
598615602366171392, 19.879,  2.115, N
598608150597969280, 14.899,  1.186, N
598697034950478720, 19.726,  2.413, N
598609009591428608, 18.449,  1.822, N
598619485016404608, 19.078,  2.149, N
598674327453917056, 14.246,  1.057, N
598618454224230400, 17.964,  0.964, N
598625841568081408, 19.219,  2.062, N
598678175744607104, 14.662,  0.835, N
598664775446699008, 18.619,  1.961, N
598664328770099712, 15.868,  0.903, N
598664706727221120, 16.772,  1.424, N
598684665440196224, 19.089,  2.517, N
598678107025406720, 18.418,  0.970, N
598849008068681728, 18.344,  0.598, N
598854299468438656, 18.549,  0.633, N
598694011289083392, 19.507,  0.579, N
598641239025987584, 19.500,  1.680, N
598683501504124288, 19.264,  1.447, N
598673017488893056, 16.356,  1.159, N
598682814309346560, 18.859,  1.634, N
598687074916902912, 15.680,  1.053, N
598679412695197184, 19.537,  1.749, N
598677832147241984, 14.521,  0.947, N
598621958917624192, 18.882,  2.227, N
598850214954854784, 16.367,  1.251, N
598683157906737408, 19.575,  2.225, N
598871444977936256, 17.537,  1.462, N
598858869314903040, 19.567,  0.699, N
598616603093484032, 15.596,  0.829, N
598692675554216320, 18.247,  1.651, N
598849768278253952, 14.140,  1.553, N
598849974436684544, 16.843,  2.010, N
598844541302687616, 19.224,  2.305, N
598612960961236480, 18.802,  0.818, N
598690717049130624, 15.782,  0.846, N
598849012364011520, 11.097,  0.835, N
598662713862411904, 19.003,  2.118, N
598847809772629888, 18.918,  2.230, N
598692808698251264, 19.244,  2.232, N
598675079073215872, 17.958,  1.485, N
598654669389147136, 16.210,  0.965, N
598696004153921920, 18.903,  0.883, N
598844747461109888, 17.061,  0.862, N
598653917769442560, 19.462,  0.962, N
598664534928524800, 19.574,  0.738, N
598683192266477824, 13.777,  1.146, N
598683123547001344, 17.714,  2.211, N
598658281456217856, 19.595,  2.040, N
598639894700964608, 17.435,  1.565, N
598640719334629120, 14.168,  1.050, N
598665084684327040, 10.514,  0.768, N
598843201272878208, 18.732,  0.800, N
598659415327588224, 15.707,  1.121, N
598691369884145536, 19.542,  2.241, N
598683260985963648, 19.491,  1.767, N
598690579610192128, 19.051,  1.582, N
598659204874012288, 19.201,  1.337, N
598622925285331584, 19.332,  0.865, N
598668005262137600, 17.104,  1.249, N
598863129921202816, 18.593,  2.271, N
598660377400250752, 15.964,  2.232, N
598689102141447808, 12.713,  1.377, N
598643060092091264, 16.540,  1.089, N
598859492084188288, 17.283,  1.265, N
598679859371875200, 17.481,  1.322, N
598638971283218560, 16.154,  1.142, N
598852242179375232, 11.750,  0.733, N
598846194865441408, 18.993,  2.501, N
598868112083293952, 18.948,  1.637, N
598591108167681536, 19.464,  0.923, N
598679893731616000, 17.544,  0.824, N
598686078484527360, 17.133,  1.534, N
598642918357953280, 18.005,  1.261, N
598689583177798656, 17.005,  2.058, N
598669547155295488, 18.702,  2.227, N
598657933563669248, 19.622,  0.811, N
598696107233137280, 18.213,  2.092, N
598612720443203200, 17.422,  1.334, N
598891614144359936, 15.293,  1.589, N
598888349969264768, 18.725,  1.543, N
598917693185267456, 16.608,  1.163, N
598953088011334400, 15.547,  1.102, Y
598915665960705024, 18.783,  2.380, N
598972329464821120, 17.367,  1.250, N
598952400816572160, 14.479,  1.861, N
598919999583437440, 13.166,  1.134, N
598937587473863040, 18.783,  1.981, N
598894775240342400, 19.733,  2.203, N
598888727926385408, 17.648,  1.843, Y
598883337742544128, 14.998,  1.003, Y
598887289112456960, 17.800,  1.413, N
598972806205783168, 19.013,  2.048, N
598873717015895680, 16.778,  0.762, N
598873991893801856, 17.014,  0.882, N
598975005228795008, 13.189,  0.738, N
598922778426570240, 17.512,  1.261, N
598946765819483648, 15.877,  0.976, N
598904911363198592, 18.354,  1.488, N
598955557617293440, 10.691,  1.035, N
598946039970009600, 18.473,  1.679, N
598905048802155392, 19.150,  1.957, N
598970675903908992, 18.386,  0.000, N
598947105121404416, 19.431,  2.383, N
598976074676317952, 17.142,  0.827, N
598945558933160320, 19.166,  2.353, N
598977547849690496, 19.597,  2.416, N
598940851649023232, 19.610,  2.014, N
598961742369963648, 19.240,  2.168, N
598961708010224256, 18.982,  1.625, N
598974695991391872, 18.593,  1.593, N
598906835508558336, 19.750,  2.112, N
598874885246932480, 16.788,  1.548, N
598918865712084736, 17.394,  0.994, N
598886941219963648, 19.016,  1.764, N
598969408887084800, 17.692,  1.885, N
598902952858102912, 18.514,  0.893, N
598903159016534656, 16.562,  1.191, N
598891304906714368, 17.106,  0.899, N
598887765853694720, 19.389,  2.689, N
598948483806422912, 15.813,  0.752, N
598881374942569728, 19.833,  2.012, N
598942260398316160, 16.017,  0.822, N
598891579784628480, 17.010,  2.266, N
598887838868380544, 16.154,  0.756, N
598900105294875520, 16.011,  0.873, N
598877874544180736, 15.588,  0.911, N
598924358974569088, 19.122,  1.536, N
598939928231588352, 17.473,  0.902, N
598899796057232512, 18.584,  3.207, N
598955385818884096, 18.826,  2.196, Y
598883264727942144, 19.180,  0.670, N
598876156557232896, 14.205,  0.683, N
598964800386709888, 18.071,  1.279, N
598925217968032768, 19.570,  0.894, N
598936354818800640, 16.492,  1.118, N
598963219838735744, 17.291,  3.142, N
598936079940893056, 16.974,  0.913, N
598880107927158912, 17.214,  1.643, N
598891785943066112, 17.862,  0.727, N
598900307158233344, 18.266,  1.696, N
598977410410736256, 19.594,  1.976, N
598892748015745920, 18.740,  1.287, N
598910786877828608, 16.542,  0.897, N
598924809946696448, 19.409,  1.426, N
598884261160364416, 17.467,  1.061, N
598943467284635008, 18.983,  1.715, N
598943428629438208, 15.863,  1.100, N
598944596860475904, 17.676,  0.813, N
598958546914335104, 17.368,  0.796, N
598886086521718656, 18.889,  1.995, N
598951301305075328, 18.429,  0.707, N
598897283501249536, 19.205,  0.940, N
598957756640349440, 18.893,  1.105, N
598886052161980416, 18.058,  2.063, N
598899005783270528, 15.629,  0.834, N
598875396347801600, 18.131,  1.689, N
598945180976032000, 19.305,  1.511, N
598873953241019904, 17.344,  1.360, N
598958581274075392, 18.315,  2.573, N
598918109797840256, 19.141,  1.468, N
598903128951834496, 17.009,  1.730, Y
598896085205519872, 15.432,  0.943, N
598916009558096000, 19.269,  2.173, N
598947139481131648, 18.968,  1.831, N
598917388243336320, 15.663,  1.930, N
598937759272564096, 15.866,  1.934, N
598906633645151744, 15.720,  1.144, Y
601970727738009216, 18.750,  2.306, N
601978497334531968, 15.685,  1.901, N
601972789322337152, 17.533,  0.975, N
601980799436997376, 13.846,  0.836, N
601980421479875200, 16.652,  1.483, N
601975611116515072, 14.737,  0.919, N
601975782915171072, 14.688,  1.069, N
602001209121547392, 17.648,  1.786, N
601981005595424640, 19.555,  0.855, N
601991038638999040, 15.964,  0.929, N
601974369870298496, 19.228,  0.667, N
601972858041820544, 17.515,  1.455, N
601981138738876288, 19.479,  1.952, N
601971380573053056, 16.804,  0.729, N
601946920734984320, 13.548,  0.796, N
601997184736739840, 18.326,  1.756, N
601989801688419584, 16.500,  1.199, N
601973854474206080, 18.121,  1.064, N
604665463234504064, 15.081,  1.179, N
604694600292654976, 15.710,  0.787, N
604639345538454272, 18.694,  1.079, N
604691439196718848, 14.381,  0.949, N
604843103081255680, 19.371,  1.647, N
604671304390002048, 15.681,  0.935, N
604729853384169088, 14.332,  0.829, N
604824480103657728, 18.763,  1.693, N
604721602751501312, 18.927,  1.354, N
604710882513825664, 19.907,  1.842, N
604700613246936704, 16.385,  0.740, N
604710401477489024, 18.921,  2.678, N
604732666587256832, 19.267,  0.719, N
604680714663453696, 19.600,  2.020, N
604664256348384640, 18.774,  1.844, N
604729952167971072, 19.613,  1.552, N
604680439785543808, 18.420,  1.322, N
604698345504195584, 17.176,  2.147, N
604662985037783296, 18.844,  1.440, N
604632301792069248, 16.519,  1.121, N
604701163002747136, 16.583,  1.717, Y
604711161686480896, 15.453,  0.977, N
604680100483122304, 18.345,  1.945, N
604714284127182848, 19.155,  2.593, N
604679241489088384, 19.613,  1.540, N
604725210524045312, 18.978,  1.924, N
604727826159620096, 15.501,  1.330, N
604825506600224896, 18.918,  1.533, N
604736205640322176, 17.785,  1.704, N
604740157010286592, 19.563,  2.113, N
604626293132818432, 19.833,  0.826, N
604727340827822080, 18.474,  0.825, N
604746101245025408, 18.706,  1.457, N
604661924181444608, 16.982,  0.903, N
604706484467299840, 18.652,  1.649, N
604743386825695744, 19.486,  2.600, N
604722362961231488, 16.846,  1.723, N
604821112849299072, 17.293,  1.646, N
604637352672938880, 19.522,  0.738, N
604622681065315840, 18.026,  1.134, N
604638177306662912, 19.170,  1.354, N
604686766272347008, 18.538,  0.772, N
604685117004987648, 18.316,  1.632, N
604697310417102336, 17.670,  1.229, N
604748923038928256, 17.974,  2.140, N
604706385682950144, 12.412,  0.955, N
604742257249687296, 16.390,  1.897, N
604633439957810688, 19.587,  3.075, N
604679000971550848, 18.362,  1.773, N
604699445015802624, 13.769,  0.754, Y
604623505698363904, 18.660,  1.297, N
604701742823378304, 16.979,  0.718, N
604685490667101184, 19.177,  2.296, N
604641132244878336, 18.393,  0.871, N
604695832947694080, 18.262,  1.523, N
604700952549392768, 17.077,  1.468, N
604819566661075072, 15.382,  1.722, N
604675564997558016, 15.726,  1.467, N
604693122823931648, 17.498,  1.815, N
604626529355995776, 19.189,  1.544, N
604819360502646016, 17.762,  2.661, N
604675908594939008, 16.787,  1.110, N
604747475634566784, 19.447,  2.338, N
604614469087823232, 18.876,  2.088, N
604702571751893760, 18.315,  1.414, N
604704255379073280, 17.743,  1.504, N
604839353574796160, 19.298,  1.003, N
604702503032416640, 15.897,  0.747, N
604726069517514752, 16.638,  2.003, N
604734384574202240, 18.798,  2.044, N
604719816045090048, 18.123,  1.448, N
604731704514567808, 17.788,  0.978, N
604636326176387712, 15.660,  1.957, N
604737751828566528, 19.104,  1.882, N
604736617957036288, 13.982,  0.736, N
604698444288488576, 18.928,  1.286, N
604677862804560640, 19.712,  1.379, N
604676492710484352, 15.784,  0.767, N
604704285444044672, 19.235,  1.833, N
604728891311507328, 18.923,  1.918, N
604614232864725632, 19.363,  0.000, N
604642098612421504, 15.191,  1.685, N
