name, g, bp-rp, mem
604919033808556800, 13.939,  0.899, Y
604916254965494528, 15.126,  1.012, Y
604920653012018688, 13.731,  0.762, Y
604965522534368256, 17.540,  1.961, Y
604969546919528576, 14.757,  0.948, Y
604917972952402048, 16.707,  1.770, Y
604920549932809472, 17.114,  1.725, Y
604988784077232384, 12.442,  0.790, Y
604969134602863744, 13.251,  0.748, Y
604917732434252032, 15.942,  1.214, Y
604904881892076032, 17.977,  1.962, Y
604912402379032704, 14.019,  0.798, Y
605001707634588544, 15.218,  1.023, Y
604916839081025280, 15.503,  1.468, Y
604962365734255744, 13.197,  0.788, Y
604903984243279232, 17.032,  1.715, Y
604913536250548352, 16.788,  1.531, Y
604914193381246336, 16.178,  1.483, Y
604910340794779264, 13.146,  0.767, Y
598955042221499648, 15.325,  1.079, Y
598960956391419648, 18.940,  2.338, Y
598884746491793024, 13.026,  0.749, Y
598960436699728256, 14.523,  1.037, Y
598956523984534272, 19.051,  2.271, Y
598903674412626432, 18.014,  1.965, Y
598954183228036992, 16.005,  1.267, Y
598901990787565184, 17.838,  1.854, Y
598907836235995008, 14.345,  0.833, Y
604696730596495744,  9.691,  1.431, Y
604736690972080512, 16.876,  1.569, Y
604916559907415040, 12.526,  0.895, Y
604966763780773248, 19.477,  2.289, Y
604999886568459392, 17.900,  1.926, Y
604944803611816960, 13.290,  0.792, Y
604916422468464768, 12.489,  0.760, Y
604911509025877248, 13.375,  0.785, Y
604956352779862656, 18.735,  2.429, Y
604897631987337600, 15.027,  0.987, Y
604897906865245440, 13.554,  0.760, Y
604914536978619520, 13.310,  0.805, Y
604914846216261888, 15.483,  1.109, Y
604907390153062272, 10.959,  1.241, Y
604921129752600832, 12.811,  1.046, Y
604920923594172672, 13.250,  0.759, Y
604896807353611264, 17.451,  1.797, Y
604922474077954944, 15.068,  0.982, Y
604965664269158656,  9.089,  1.494, Y
604957039974640768, 18.616,  2.148, Y
604920648716270848, 12.505,  0.792, Y
604911341522931328, 15.520,  1.275, Y
604923367431112832, 10.230,  1.257, Y
604913948567397888, 17.460,  1.779, Y
604922779020036736, 13.580,  0.771, Y
604892787264190976, 17.763,  1.890, Y
604922641581304576, 15.524,  1.112, Y
604923607949286912, 14.272,  0.852, Y
604921168408082048, 13.163,  0.753, Y
604898456621037824, 14.383,  0.996, Y
604946938211615360, 16.668,  1.785, Y
604969924876649088, 14.351,  0.843, Y
604916598562881280, 15.943,  1.283, Y
604916770361557504, 12.739,  1.090, Y
604918247830312576, 13.958,  0.806, Y
604917869873191424, 15.210,  1.217, Y
604911749544005632, 12.490,  0.779, Y
604919450421136000, 12.370,  0.841, Y
604916598562886272, 17.156,  1.637, Y
604904293480903808, 16.273,  1.326, Y
604970058020251520, 18.813,  2.256, Y
604916701642080000, 13.262,  0.742, Y
604930235082768768, 17.023,  1.628, Y
604971093107922432, 15.031,  0.971, Y
604920481213271296, 14.328,  0.997, Y
604943291783363840, 15.925,  1.240, Y
604917045239468544, 13.568,  0.836, Y
604999852208716800, 15.716,  1.164, Y
604907523302217472, 18.280,  1.994, Y
604916181950391936, 17.057,  1.603, Y
604906256281593472, 13.897,  0.777, Y
604930681760052096, 19.454,  2.062, Y
604960952689519488, 19.017,  2.428, Y
604900239031753728, 17.546,  2.135, Y
604920717435743872, 12.666,  0.740, Y
604968928444252288, 19.161,  2.218, Y
604894707113832704, 12.574,  0.746, Y
604908004332577152, 14.322,  0.842, Y
604907218354253568, 18.835,  2.168, Y
604902407990875520, 16.403,  1.391, Y
604991842094009984, 18.985,  2.358, Y
604948724917993088, 12.841,  0.730, Y
604963637044570880, 15.141,  0.995, Y
604922027401371904, 17.050,  1.631, Y
604982809778600064, 14.993,  0.966, Y
604896631259208192, 18.738,  2.155, Y
604960235430488960, 14.946,  0.975, Y
598696077168308992, 17.438,  2.049, Y
598954118803488384, 15.230,  1.109, Y
598901995079871744, 17.458,  2.028, Y
598956420905951360, 15.651,  1.132, Y
598900478956925056, 18.525,  2.372, Y
598902437462030336, 17.425,  1.855, Y
604704633336193152, 16.608,  1.481, Y
604924737525369344, 18.079,  2.057, Y
604967760213166336, 15.259,  1.122, Y
604921580724745984, 14.027,  0.808, Y
604947144370041728, 15.399,  1.083, Y
604921924322164608, 12.626,  1.135, Y
604911582041107456, 13.070,  0.782, Y
604971093107738624, 15.510,  1.103, Y
604917934296937344, 12.116,  0.746, Y
604973017253073536, 13.580,  0.750, Y
604910551248951680, 16.057,  1.275, Y
604902923387005440, 14.220,  0.829, Y
604916426764198400, 12.682,  1.103, Y
604918179110834560, 15.525,  1.090, Y
604921202767814016, 14.436,  0.998, Y
604916529843404928, 17.517,  1.767, Y
604912196220603264, 12.796,  0.704, Y
604904778812856064, 15.189,  1.200, Y
604975796096306432, 13.511,  0.735, Y
604962189640269440, 19.436,  2.222, Y
604918522708192256, 14.157,  0.878, Y
604895325589137920, 15.630,  1.123, Y
604905534727082880, 14.804,  0.934, Y
604921748227889152, 14.727,  0.922, Y
604905599150996736, 15.475,  1.274, Y
604907115275046784, 16.206,  1.325, Y
604916559907536512, 18.502,  2.209, Y
604960609092133248, 18.366,  2.078, Y
604987070386114688, 13.770,  0.768, Y
604923607949288064, 13.840,  0.777, Y
604915877008228096, 14.382,  0.870, Y
604961163143414912, 13.460,  0.741, Y
598959032246073216, 11.791,  1.179, Y
598906290047773440, 16.987,  1.618, Y
598886052161851264, 13.031,  0.757, Y
598906908523048576, 19.136,  2.491, Y
598882371374732544, 18.802,  2.186, Y
604709267605418240, 16.206,  1.310, Y
604702636176594816, 17.355,  1.949, Y
604956623361917312, 16.737,  1.704, Y
604914983655019520, 13.170,  0.802, Y
604999882273217152, 19.561,  2.222, Y
604971917741440640, 18.565,  2.115, Y
604903026466307840, 13.884,  0.892, Y
604897077940873088, 19.627,  2.414, Y
604896051439391104, 14.400,  0.851, Y
604917698074587136, 15.013,  0.984, Y
604970783870102656, 14.086,  0.837, Y
604945598181981056, 16.008,  1.257, Y
604896635554923008, 13.164,  0.754, Y
604909726615246336, 14.627,  0.897, Y
604910379450263168, 14.346,  0.843, Y
604911375882674944, 12.221,  0.936, Y
604917728138508160, 11.231,  1.074, Y
604911650760586624, 14.393,  0.876, Y
604911204083987328, 15.482,  1.082, Y
604978858408693888, 14.270,  0.828, Y
604969443840314496, 15.531,  1.131, Y
604904263416797440, 16.736,  1.544, Y
604918247830309376, 13.865,  0.808, Y
604923470510324224, 12.666,  1.125, Y
604904297776551680, 13.991,  0.788, Y
604917148318674816, 15.502,  1.113, Y
604920786155388544, 15.336,  1.032, Y
604917629355038720, 12.693,  0.751, Y
604930509961364352, 17.301,  1.727, Y
604917629355037568, 13.999,  0.909, Y
604996106997222912, 13.658,  0.773, Y
604906599878983680, 15.344,  1.070, Y
604943394862576384, 18.589,  2.248, Y
604973979325779328, 14.894,  0.973, Y
605009949676900352, 12.710,  1.112, Y
604987310904290176, 16.627,  1.464, Y
604915395971900672, 14.468,  1.020, Y
604920515573076352, 13.768,  0.765, Y
604969168962428672, 15.142,  1.009, Y
604902648509053184, 19.001,  2.251, Y
604907012195819648, 12.620,  0.751, Y
604939550868021760, 15.332,  1.063, Y
604915773929008384, 15.170,  1.011, Y
604950236746474880, 19.153,  2.305, Y
604928658830961280, 15.387,  1.064, Y
604901548997418112, 19.159,  2.194, Y
604962709331635072, 17.469,  1.803, Y
604969954941056384, 18.790,  2.141, Y
604918179110923392, 13.570,  0.730, Y
604987547126699264, 18.092,  2.037, Y
598697142320464384, 12.623,  0.734, Y
598695424333303168, 18.954,  2.153, Y
598900551971467648, 15.396,  1.076, Y
598901784626987008, 17.831,  1.876, Y
598884295519951616, 15.322,  1.044, Y
598956485330513536, 17.615,  1.858, Y
598906942882791424, 18.116,  1.962, Y
604712600500056320, 18.353,  2.062, Y
604708825224352640, 15.559,  1.308, Y
604962193935568896,  8.217,  1.812, Y
604921271487102464, 13.134,  0.773, Y
604923023833743744, 15.527,  1.125, Y
604957516715120896, 17.862,  1.944, Y
604972089540120832, 13.397,  1.297, Y
604924226424589568, 18.262,  2.140, Y
605017925431108736, 17.596,  1.933, Y
604911375882674560,  9.253,  1.528, Y
604971093107735040, 16.500,  1.414, Y
604968683630309632, 17.640,  1.863, Y
604974151124482944, 15.827,  1.196, Y
604969306401373824, 15.884,  1.221, Y
604962636316716800, 16.706,  1.645, Y
604924776180388736, 13.665,  0.821, Y
604923191337116672, 18.795,  2.165, Y
604917766793981184, 14.028,  0.803, Y
604898009944444032, 16.671,  1.493, Y
604920515573077632, 14.705,  0.907, Y
604972944238043904, 14.864,  0.952, Y
604916976519989248, 13.957,  0.815, Y
604920549932807296, 17.363,  1.737, Y
604965178937376512, 16.664,  1.463, Y
604917663714774272, 15.867,  1.264, Y
604904641373911296, 15.445,  1.071, Y
605001879433257216, 19.070,  2.338, Y
604898864643937920, 19.516,  1.904, Y
604904847532342528, 13.349,  0.801, Y
604917972952399232, 12.449,  0.769, Y
604900449485821568, 14.087,  0.804, Y
604945456446899968, 17.903,  2.249, Y
604947831564803840, 15.384,  1.065, Y
604911268509027328, 12.694,  0.705, Y
604946693397490816, 16.987,  1.613, Y
604902098753249280, 19.705,  2.006, Y
604905500367349888, 12.707,  0.985, Y
604964118080894464, 14.570,  0.921, Y
604911685120318592, 17.845,  1.910, Y
604894535315152512, 17.069,  1.666, Y
604909619240334592, 19.388,  2.287, Y
604909241283211648, 16.080,  1.282, Y
604907046555568896, 16.864,  1.560, Y
604907115275046656, 13.094,  0.776, Y
604906153202364544, 14.496,  0.881, Y
604920893530008064, 17.402,  1.735, Y
604920889234433792, 13.657,  0.757, Y
604897696411104256, 17.069,  1.617, Y
604906118842621568, 16.704,  1.503, Y
598694835922812800, 18.908,  2.352, Y
598902888433673984, 16.223,  1.328, Y
598955149595631872, 14.035,  0.801, Y
598903055937325312, 18.239,  2.048, Y
598885017074625536, 17.772,  2.164, Y
598903987945320832, 17.182,  1.682, Y
604736072496791168, 14.514,  0.880, Y
604708790864617344, 12.500,  0.795, Y
604999886568459136, 17.268,  1.690, Y
604947724190083712, 13.651,  0.772, Y
604917281461920256, 12.637,  0.738, Y
604976625025626624, 18.121,  1.960, Y
604911199788235648, 13.314,  0.773, Y
604999439891812736, 18.278,  2.076, Y
604914949295475712, 15.874,  1.245, Y
604917796857988480, 13.476,  0.763, Y
604976625025623424, 15.730,  1.177, Y
604922233559793664, 16.225,  1.337, Y
604962640612163200, 14.358,  0.841, Y
604921855602675840, 13.745,  0.779, Y
604922920754526336, 15.000,  1.014, Y
604922920754523136, 13.078,  0.762, Y
604904641373912960, 16.667,  1.682, Y
604923126912957952, 18.037,  1.931, Y
604920549932810368, 16.924,  1.568, Y
604919244262692352, 15.061,  0.985, Y
604977552738539776, 15.271,  1.025, Y
604905156769963136, 10.144,  1.239, Y
604919278622426624, 17.897,  1.927, Y
604917320117398400, 13.331,  0.866, Y
605002016872204416, 15.341,  1.097, Y
604905534727086336, 13.333,  0.653, Y
604910310730772992, 13.004,  0.762, Y
604903812444576512, 17.175,  1.932, Y
605003013304624128, 17.371,  1.746, Y
604903576222015616, 15.086,  1.003, Y
604912368019294976, 13.922,  0.778, Y
604920756091231232, 15.286,  1.265, Y
604912058781650176, 13.556,  0.745, Y
604910100276687232, 17.573,  1.848, Y
604898211807205504, 16.131,  1.395, Y
605000573763220224, 16.686,  1.489, Y
604915322956791168, 12.713,  0.714, Y
604944361231413760, 18.892,  2.021, Y
604913574905773312, 15.431,  1.073, Y
604918763226358656, 14.981,  0.989, Y
604918076031622144, 12.498,  0.769, Y
604913540546033024, 16.324,  1.368, Y
604913742408986752, 19.400,  2.316, Y
604907252713995008, 14.046,  0.935, Y
604951301898543104, 13.963,  0.890, Y
604913403107275008, 19.469,  2.298, Y
604901171040299904, 19.068,  2.085, Y
604914949295285376, 15.373,  1.074, Y
604973184756492544, 16.366,  1.405, Y
604910340794780032, 14.371,  0.898, Y
604910237715563904, 15.254,  1.064, Y
604908008628339200, 19.615,  2.496, Y
604919690939411456, 11.877,  1.176, Y
604922130480588544, 16.752,  1.504, Y
598882371374735744, 18.801,  2.260, Y
598903919225812736, 18.732,  2.263, Y
598902716634970240, 16.034,  1.250, Y
604711539643602816, 14.842,  0.959, Y
604703499464932736, 14.313,  0.839, Y
604946732053144576, 13.075,  0.768, Y
604895158086185856, 15.904,  1.215, Y
604923882827217024, 13.992,  0.797, Y
604969856157171584, 18.733,  2.116, Y
604923023833744896, 16.855,  1.559, Y
604901686436367232, 17.132,  1.638, Y
604948342665639040, 17.986,  2.010, Y
604975800391903744, 18.241,  2.088, Y
605017787992165888, 12.402,  0.791, Y
604913162588927488, 14.966,  0.979, Y
604907110979352576, 13.714,  0.764, Y
604918243534758400, 17.079,  1.636, Y
604910207651564544, 17.870,  2.083, Y
604917285757665920, 12.797,  0.609, Y
604918144751101440, 10.234,  1.269, Y
604921134048344960, 17.781,  2.147, Y
604993598736391040, 14.047,  0.801, Y
604968752349766912, 13.793,  0.777, Y
604904538294704768, 13.235,  0.736, Y
604947006931096320, 18.208,  2.073, Y
604897288389928832, 13.423,  0.743, Y
604904396560128256, 16.151,  1.286, Y
604914910640118656, 16.024,  1.282, Y
604916804721291776, 14.127,  0.984, Y
604997206508853632, 12.467,  0.604, Y
604922229264428544, 16.605,  1.463, Y
604903576222013952, 13.575,  0.792, Y
604908347929907328, 12.948,  0.728, Y
604898452325375616, 17.795,  2.166, Y
604990197122292224, 17.660,  1.836, Y
604944356935258496, 17.767,  1.862, Y
604898490980774784, 19.043,  2.216, Y
604963052929005824, 16.446,  1.388, Y
604906702958193152, 13.231,  0.754, Y
604897936929290880, 18.725,  2.109, Y
604917010879734528, 14.317,  0.849, Y
604901102320830080, 16.010,  1.270, Y
604927039627095040, 18.082,  2.040, Y
604969203322163840, 13.965,  0.804, Y
604930754775030400, 15.853,  1.223, Y
604920683076006272, 12.402,  0.778, Y
604977106061961984, 13.030,  0.749, Y
604899448757770624, 17.027,  1.628, Y
604995415507212416, 17.717,  1.836, Y
604970131035099008, 17.003,  1.611, Y
604902682868787584, 13.563,  0.748, Y
604972394482497280, 18.844,  2.264, Y
604908519728692864, 17.883,  2.198, Y
598906771084100224, 14.868,  0.949, Y
598959371548059904, 15.625,  1.127, Y
604712531781276928, 17.823,  1.932, Y
605000058367154176, 17.077,  1.655, Y
604921958681906176, 11.835,  0.773, Y
604991330993688576, 16.852,  1.548, Y
604921305846836864, 14.033,  0.816, Y
604947140074786816, 18.803,  2.190, Y
604963980641948416, 16.713,  1.491, Y
604924088985647360, 18.147,  1.952, Y
604922336638992128, 15.938,  1.274, Y
604921821242945536, 14.808,  0.946, Y
604914468259140224, 12.517,  0.796, Y
604891550313644672, 13.066,  0.748, Y
604917487620349184, 12.953,  0.736, Y
604900754427832448, 18.301,  1.998, Y
604917560635577472, 12.695,  0.742, Y
604921477645534976, 15.086,  1.003, Y
604942879467199360, 17.567,  1.973, Y
604920442558052992, 15.661,  1.373, Y
604903782380443904, 17.936,  1.916, Y
604904194697320192, 17.829,  1.889, Y
604912745976557568, 16.036,  1.258, Y
604920549932809344, 15.180,  1.023, Y
604921134048349824, 14.160,  0.835, Y
604910478233820672, 16.332,  1.356, Y
604905053690766208, 15.630,  1.349, Y
604918282190042496, 15.104,  1.002, Y
604921061033552896, 18.627,  2.256, Y
604969714422619136, 14.792,  0.933, Y
604917388836866560, 15.436,  1.235, Y
604917457556344320, 17.047,  1.878, Y
604921885666815360, 13.972,  0.796, Y
604920923594172928, 12.158,  0.846, Y
604903159609527168, 17.759,  2.002, Y
604979987984213632, 13.220,  0.742, Y
604969787437705216, 12.647,  0.734, Y
604920000176937600, 14.866,  0.967, Y
604908489664691456, 17.918,  1.889, Y
604917732434325248, 13.167,  0.630, Y
604915636490059008, 12.702,  1.051, Y
604898555404553344, 17.537,  1.817, Y
604908386585458944, 13.265,  0.749, Y
